Date Received,Your Title,Title-Level,Gender,Location,City,Global Region,Current Tenure,Was your previous role a CISO / Head of Security position?,Current Company Size,Industry,Company Structure,Title of person you report to?,Compensation Currency,Annual Base Salary $,Estimated Annual Bonus $,Estimated Annual Equity / RSU Value,Base-Converted,Bonus-Converted,Equity-Converted,Total Comp-Converted,Which of the following functions fall under your direct responsibility and decision-making authority?,Team Size,How often do you present to the Board of Directors?,Did your most recent employment offer include a hiring bonus?,Amount of employment offer bonus?,Employment Bonus - Converted,Have you pre-negotiated a severance agreement as part of your employment?,Are you currently included in the following?,Do you have a negotiated accelerated vesting clause / early termination agreement?,Are you currently on a Board of Directors?,Are you currently on a Board of Advisors?,Are you compensated for your Advisor role?,What is the primary measure you use to justify your security budget requirements?,Do you have a personal liability insurance policy in place?,"When it comes to AI security, which area do you believe should receive the highest spending priority within the CISO’s security program?",How would you rate your organization’s current maturity in the area of AI governance and risk management?,What percentage of your organization’s overall annual information security budget do you plan to allocate to AI security?,Which aspect of AI governance and risk management poses the greatest challenge for your organization today?,What are your greatest concerns regarding AI tools in your organization?,Which AI risk management or governance frameworks is your organization currently using or planning to adopt?,Which attack vectors are your organization's highest security priorities for 2026?,"How confident are you in your internal team’s capability to evaluate and verify technical depth, leadership, and domain fit when sourcing security candidates?",Which trade-offs make hiring a security leader most difficult or costly for your organization?,Is your organization planning / considering on hiring a dedicated AI Security Leader,Record_Type,Role_Bucket,Company
1/8/2026,CISO,CISO / Head Security Level,Male,"Tel Aviv, Israel",Tel Aviv,Europe & International,67,Yes,1000 - 4999 employees,Insurance,Publicly Traded Company,VP Engineering,USD (U.S. Dollar),237000,$0,"$42,000",237000,,"$42,000",279000,"AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",6,At least semi-annually,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,No,,Other,Yes,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,5,Shadow AI,"Shadow AI usage bypassing security controls,Integration with critical systems creating attack vectors",None at this time,AI-enhanced attacks,Not confident,Risk of hiring someone who looks good on paper but lacks depth,No,Actual,CISO,
11/10/2025,CISO,CISO / Head Security Level,Male,"London, UK",London,Europe & International,91,No,"25,000+ employees",Logistics / Transportation,Publicly Traded Company,Chief Information Officer,GBP (British Pound Sterling),336000,"$100,000","$20,000",446880,"$133,000","$26,600",606480,"AI Data Protection / Privacy and Security,AI/ML Security Engineering,Cloud Security,AI Threat Intelligence and Incident Response,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",300,At least quarterly,No,,,No,Neither,No,No,Yes,No,"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics",Yes,Monitoring and detection for AI-driven threats,Developing but inconsistent,5,Shadow AI,Shadow AI usage bypassing security controls,NIST AI Risk Management Framework (AI RMF),"Ransomware,IoT/OT device vulnerabilities",Not confident,Risk of hiring someone who looks good on paper but lacks depth,I am the AI Security leader,Actual,CISO,
10/25/2025,CISO,CISO / Head Security Level,Male,Vantaa //  Finland,Helsinki,Europe & International,36,Yes,1000 - 4999 employees,Logistics / Transportation,Government / Municipality,Chief Information Officer,EUR (Euro),110000,"$7,500",$0,128700,"$8,775",,137475,"AI Data Protection / Privacy and Security,Cloud Security,Corp IT Security / Enterprise Security,Incident Response,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",4,Per request,No,,,No,Corporate Indemnification Policy,No,No,No,,"Attack Surface / Risk Assessment,Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,Third-party/vendor AI risk management,Initial / ad hoc efforts,5,Establishing regulatory compliance and auditability for AI systems,Data exposure/privacy breaches,EU AI Act requirements (compliance-driven),"Identity/credential theft,Phishing/social engineering,Third party risk attacks",Somewhat confident,Competing with salary expectations in the market,No,Actual,CISO,
1/13/2026,Head of Global Information Security (CISO),CISO / Head Security Level,Male,Austria,,Europe & International,12,No,1000 - 4999 employees,Manufacturing,Privately Held Company,Chief Financial Officer,EUR (Euro),140000,"$30,000",$0,163800,"$35,100",,198900,"Corp IT Security / Enterprise Security,Incident Response,Security Operations,Cloud Security",3,At least quarterly,No,,,No,Neither,No,No,No,,"Business Impact,Attack Surface / Risk Assessment",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,5,Shadow AI,"Shadow AI usage bypassing security controls,Data exposure/privacy breaches",EU AI Act requirements (compliance-driven),"Identity/credential theft,Ransomware",Somewhat confident,Location (RTO) constraints limiting hiring,No,Actual,CISO,
11/12/2025,UK CISO,CISO / Head Security Level,Male,"Kent, UK",London,Europe & International,83,Yes,1000 - 4999 employees,Manufacturing,Privately Held Company,VP Engineering,GBP (British Pound Sterling),79200,$0,$0,105336,,,105336,"Corp IT Security / Enterprise Security,GRC,Privacy,Product Security / AppSec,Third Party Risk Management (TPRM)",5,At least semi-annually,No,,,No,Neither,No,No,No,,"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics,Compliance and Regulatory Fine(s) Avoidance",No,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,5,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,AI decision-making in security tools creating blind spots,Intellectual property theft through AI platforms",None at this time,"AI-enhanced attacks,Identity/credential theft,Phishing/social engineering,Ransomware",Don't Know / Not applicable,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",No,Actual,CISO,
10/17/2025,CISO,CISO / Head Security Level,Male,"London, UK",London,Europe & International,44,Yes,1000 - 4999 employees,Big Data / Analytics,Privately Held Company,Chief Technology Officer,GBP (British Pound Sterling),220000,"$120,000","$120,000",292600,"$159,600","$159,600",611800,"AI Governance / Risk Management and Policy,AI/ML Security Engineering,Cloud Security,Identity & Access Management / IAM,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",68,At least semi-annually,No,,,No,Neither,No,Yes,Yes,Yes (Cash and / or Equity),Financial and/or Risk-Based Metrics,Yes,Monitoring and detection for AI-driven threats,Developing but inconsistent,10,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls,AI-generated content being used in social engineering attacks,Intellectual property theft through AI platforms","EU AI Act requirements (compliance-driven),ISO/IEC 23894 (AI Risk Management),NIST AI Risk Management Framework (AI RMF)","Cloud misconfigurations,Insider threats,Third party risk attacks",Somewhat confident,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",No,Actual,CISO,
10/13/2025,Mr,CISO / Head Security Level,Male,"London, United Kingdom",London,Europe & International,55,Yes,"5000 - 9,999 employees",Energy,Privately Held Company,Chief Technology Officer,GBP (British Pound Sterling),187500,"$18,750",$0,249375,"$24,938",,274312.5,"AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Incident Response,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",23,At least semi-annually,No,,,No,Neither,No,No,No,,"Attack Surface / Risk Assessment,Business Impact,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,10,Defining clear accountability/ownership for AI risk across the business,"Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls",None at this time,"Phishing/social engineering,Ransomware,Third party risk attacks",Not confident,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",No,Actual,CISO,
10/16/2025,CISO,CISO / Head Security Level,Male,Amsterdam,Amsterdam,Europe & International,8,Yes,< 250 employees,Energy,Privately Held Company,VP Engineering,EUR (Euro),156000,$0,$0,182520,,,182520,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Enterprise Risk,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Physical Security / Executive Protection,Post-Quantum Cryptography (PQC),Privacy,Security Operations,Product Security / AppSec,Third Party Risk Management (TPRM)",2,Per request,No,,,No,Neither,No,No,No,,"Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,Workforce training and upskilling on AI risks,Developing but inconsistent,10,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors","EU AI Act requirements (compliance-driven),NIST AI Risk Management Framework (AI RMF)","AI-enhanced attacks,Insider threats",Somewhat confident,"Competing with salary expectations in the market,Time spent screening unqualified candidates",I am the AI Security leader,Actual,CISO,
10/25/2025,CISO,CISO / Head Security Level,Male,Helsinki / Finland,Helsinki,Europe & International,13,No,< 250 employees,Enterprise Software,Publicly Traded Company,Chief Financial Officer,EUR (Euro),95000,"$10,000","$10,000",111150,"$11,700","$11,700",134550,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Physical Security / Executive Protection,Post-Quantum Cryptography (PQC),Privacy,Security Operations,Third Party Risk Management (TPRM)",2,Per request,No,,,No,Neither,No,No,No,,"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics,Compliance and Regulatory Fine(s) Avoidance,Business Impact",Yes,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,10,Managing third-party/vendor AI risk,"Integration with critical systems creating attack vectors,Data exposure/privacy breaches",Internal / proprietary AI risk framework,"Identity/credential theft,Phishing/social engineering",Somewhat confident,Risk of hiring someone who looks good on paper but lacks depth,I am the AI Security leader,Actual,CISO,
10/16/2025,"CISO, CTO",CISO / Head Security Level,Male,Netherlands,Amsterdam,Europe & International,8,Yes,"25,000+ employees",Food & Beverage,Publicly Traded Company,Chief Information Officer,EUR (Euro),220000,"$170,000","$50,000",257400,"$198,900","$58,500",514800,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",80,At least semi-annually,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Percentage of company revenue,Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,10,Shadow AI,"Shadow AI usage bypassing security controls,Dependency on AI vendors with unclear security practices",None at this time,"IoT/OT device vulnerabilities,Third party risk attacks",Not confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",No,Actual,CISO,
10/21/2025,Deputy CIO For Cybersecurity,CISO / Head Security Level,Male,Brussels,Amsterdam,Europe & International,58,Yes,"25,000+ employees",Government,Government / Municipality,CEO,EUR (Euro),230000,"$30,000",$0,269100,"$35,100",,304200,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Post-Quantum Cryptography (PQC),Privacy,Security Operations",64,At least quarterly,No,,,No,Corporate Directors & Officers (D&O) Policy,No,Yes,Yes,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance,Attack Surface / Risk Assessment",No,Third-party/vendor AI risk management,Developing but inconsistent,10,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors,AI-generated content being used in social engineering attacks,Dependency on AI vendors with unclear security practices,Intellectual property theft through AI platforms","NIST AI Risk Management Framework (AI RMF),Internal / proprietary AI risk framework","Identity/credential theft,Cloud misconfigurations,Insider threats,Phishing/social engineering,Third party risk attacks",Not confident,"Competing with salary expectations in the market,Time spent screening unqualified candidates,Uncertainty in defining the right skills and profile for the role,Risk of hiring someone who looks good on paper but lacks depth",Yes,Actual,CISO,
